Date,Open,High,Low,Close,Volume,feature1,feature2,feature3,feature4,feature5
4/19/2023,99.76,100.49,99.5,100.32,68033,0.0,0.0,0.0,0.0,0.0
4/20/2023,100.75,101.25,99.86,100.94,160300,0.0,0.0,0.0,0.0,0.0
4/26/2023,101.0,102.06,100.8,101.82,413647,0.0,0.0,0.0,0.0,0.0
4/27/2023,101.99,103.58,101.5,102.79,1423698,0.0,0.0,0.0,0.0,0.0
4/28/2023,103.0,103.25,102.26,102.87,637672,0.0,0.0,0.0,0.0,0.0
5/2/2023,103.0,103.49,102.5,103.26,486320,0.0,0.0,0.0,0.0,0.0
5/3/2023,103.01,103.28,102.57,103.09,738401,0.0,0.0,0.0,0.0,0.0
5/4/2023,103.04,103.5,102.73,102.92,866028,0.0,0.0,0.0,0.0,0.0
5/5/2023,103.0,103.65,102.71,103.49,936593,0.0,0.0,0.0,0.0,0.0
5/8/2023,99.84,100.5,99.23,99.99,1067823,0.0,0.0,0.0,0.0,0.0
5/9/2023,100.0,100.1,99.2,99.6,477404,0.0,0.0,0.0,0.0,0.0
5/10/2023,99.29,99.8,99.1,99.36,777927,0.0,0.0,0.0,0.0,0.0
5/11/2023,99.99,102.0,99.36,99.86,348438,0.0,0.0,0.0,0.0,0.0
5/12/2023,99.99,100.25,99.5,100.05,324991,0.0,0.0,0.0,0.0,0.0
5/15/2023,100.5,101.5,100.0,101.49,397048,0.0,0.0,0.0,0.0,0.0
5/16/2023,101.9,102.35,101.5,102.01,506638,0.0,0.0,0.0,0.0,0.0
5/17/2023,102.34,103.3,102.1,103.1,1113551,0.0,0.0,0.0,0.0,0.0
5/18/2023,103.25,103.25,102.62,102.76,155388,0.0,0.0,0.0,0.0,0.0
5/19/2023,102.88,103.0,102.3,102.99,623447,0.0,0.0,0.0,0.0,0.0
5/22/2023,103.0,103.0,101.7,101.95,518258,0.0,0.0,0.0,0.0,0.0
5/23/2023,102.35,102.35,101.25,102.04,250964,0.0,0.0,0.0,0.0,0.0
5/24/2023,102.19,102.19,101.64,101.89,286190,0.0,0.0,0.0,0.0,0.0
5/25/2023,102.0,102.15,101.4,101.87,116352,0.0,0.0,0.0,0.0,0.0
5/26/2023,101.5,102.15,101.25,101.52,205854,0.0,0.0,0.0,0.0,0.0
5/29/2023,101.3,102.18,101.25,102.06,151348,0.0,0.0,0.0,0.0,0.0
5/30/2023,101.95,103.25,100.49,102.77,611480,0.0,0.0,0.0,0.0,0.0
5/31/2023,103.0,104.6,100.7,101.07,2002288,0.0,0.0,0.0,0.0,0.0
6/1/2023,101.5,101.85,101.0,101.06,360767,0.0,0.0,0.0,0.0,0.0
6/2/2023,101.5,102.05,101.02,101.79,279536,0.0,0.0,0.0,0.0,0.0
6/5/2023,101.2,102.0,101.2,101.35,458521,0.0,0.0,0.0,0.0,0.0
6/6/2023,101.52,101.99,101.4,101.7,67129,0.0,0.0,0.0,0.0,0.0
6/7/2023,101.98,101.98,101.39,101.52,193458,0.0,0.0,0.0,0.0,0.0
6/8/2023,101.59,101.59,101.07,101.31,271645,0.0,0.0,0.0,0.0,0.0
6/9/2023,100.91,101.59,100.8,100.95,351063,0.0,0.0,0.0,0.0,0.0
6/12/2023,100.5,101.18,100.5,100.84,83245,0.0,0.0,0.0,0.0,0.0
6/13/2023,101.1,101.1,100.4,100.61,140563,0.0,0.0,0.0,0.0,0.0
6/14/2023,101.0,101.0,99.39,99.9,290620,0.0,0.0,0.0,0.0,0.0
6/15/2023,100.0,100.0,98.4,98.55,371533,0.0,0.0,0.0,0.0,0.0
6/16/2023,98.1,99.29,98.0,98.48,382907,0.0,0.0,0.0,0.0,0.0
6/19/2023,98.4,98.8,95.0,97.63,388555,0.0,0.0,0.0,0.0,0.0
6/20/2023,97.3,98.0,96.55,97.51,269324,0.0,0.0,0.0,0.0,0.0
6/21/2023,97.3,98.0,96.56,96.77,348552,0.0,0.0,0.0,0.0,0.0
6/22/2023,97.25,97.5,96.55,96.81,167966,0.0,0.0,0.0,0.0,0.0
6/23/2023,97.25,98.0,96.55,96.83,558972,0.0,0.0,0.0,0.0,0.0
6/26/2023,96.72,99.75,96.72,99.4,696062,0.0,0.0,0.0,0.0,0.0
6/27/2023,99.46,99.75,98.35,98.44,164896,0.0,0.0,0.0,0.0,0.0
7/3/2023,100.5,102.9,100.5,101.38,1022901,0.0,0.0,0.0,0.0,0.0
7/4/2023,101.85,101.85,99.55,99.89,580921,0.0,0.0,0.0,0.0,0.0
7/5/2023,100.0,100.5,99.45,99.47,886747,0.0,0.0,0.0,0.0,0.0
7/6/2023,99.95,100.0,99.0,99.5,605561,0.0,0.0,0.0,0.0,0.0
7/7/2023,100.0,100.25,99.01,99.64,375410,0.0,0.0,0.0,0.0,0.0
7/10/2023,100.23,100.23,99.25,99.45,516440,0.0,0.0,0.0,0.0,0.0
7/11/2023,99.99,101.0,99.5,99.57,1336311,0.0,0.0,0.0,0.0,0.0
7/12/2023,99.95,100.05,99.13,99.66,728448,0.0,0.0,0.0,0.0,0.0
7/13/2023,99.8,100.5,99.4,99.55,699093,0.0,0.0,0.0,0.0,0.0
7/14/2023,99.51,100.0,99.4,99.72,444557,0.0,0.0,0.0,0.0,0.0
7/17/2023,99.81,99.97,98.82,99.67,422841,0.0,0.0,0.0,0.0,0.0
7/18/2023,99.9,100.0,99.1,99.36,326459,0.0,0.0,0.0,0.0,0.0
7/19/2023,99.88,99.9,99.2,99.47,229697,0.0,0.0,0.0,0.0,0.0
7/20/2023,99.86,100.25,99.35,99.98,481154,0.0,0.0,0.0,0.0,0.0
7/21/2023,100.39,100.5,99.61,100.06,527643,0.0,0.0,0.0,0.0,0.0
7/24/2023,100.05,100.06,99.8,99.85,262019,0.0,0.0,0.0,0.0,0.0
7/25/2023,100.0,101.25,99.98,100.33,1248274,0.0,0.0,0.0,0.0,0.0
7/26/2023,100.51,101.49,100.39,100.45,946895,0.0,0.0,0.0,0.0,0.0
7/27/2023,100.89,101.09,100.25,100.51,557568,0.0,0.0,0.0,0.0,0.0
7/31/2023,100.6,101.49,100.4,100.61,1070662,0.0,0.0,0.0,0.0,0.0
8/1/2023,101.05,101.24,100.8,100.99,851928,0.0,0.0,0.0,0.0,0.0
8/2/2023,101.0,101.6,100.5,100.89,1449047,0.0,0.0,0.0,0.0,0.0
8/3/2023,99.9,99.9,97.81,98.13,1052068,0.0,0.0,0.0,0.0,0.0
8/4/2023,98.5,98.5,97.73,97.78,290573,0.0,0.0,0.0,0.0,0.0
8/7/2023,98.0,98.14,96.96,97.1,606980,0.0,0.0,0.0,0.0,0.0
8/8/2023,97.01,97.48,96.11,96.38,391947,0.0,0.0,0.0,0.0,0.0
8/9/2023,96.47,97.2,96.0,96.33,261639,0.0,0.0,0.0,0.0,0.0
8/10/2023,96.79,96.79,92.1,95.01,538185,0.0,0.0,0.0,0.0,0.0
8/11/2023,95.2,97.01,95.0,96.25,620035,0.0,0.0,0.0,0.0,0.0
8/15/2023,96.7,98.4,96.6,97.58,1073640,0.0,0.0,0.0,0.0,0.0
8/16/2023,97.99,97.99,95.38,95.5,737529,0.0,0.0,0.0,0.0,0.0
8/17/2023,96.35,96.99,95.0,96.56,712712,0.0,0.0,0.0,0.0,0.0
8/18/2023,96.0,97.5,96.0,96.48,487560,0.0,0.0,0.0,0.0,0.0
8/21/2023,96.48,96.48,95.06,95.53,283351,0.0,0.0,0.0,0.0,0.0
8/22/2023,95.62,95.84,94.91,95.0,437287,0.0,0.0,0.0,0.0,0.0
8/23/2023,95.0,95.9,94.51,95.39,243904,0.0,0.0,0.0,0.0,0.0
8/24/2023,95.5,95.5,94.95,95.12,521439,0.0,0.0,0.0,0.0,0.0
8/25/2023,95.12,95.98,95.05,95.57,386195,0.0,0.0,0.0,0.0,0.0
8/28/2023,95.47,96.25,95.47,96.14,595903,0.0,0.0,0.0,0.0,0.0
8/29/2023,96.14,96.14,95.4,95.53,192012,0.0,0.0,0.0,0.0,0.0
8/30/2023,95.05,95.96,93.85,94.28,396486,0.0,0.0,0.0,0.0,0.0
8/31/2023,94.5,95.5,92.1,94.66,1529852,0.0,0.0,0.0,0.0,0.0
9/1/2023,94.5,95.0,94.11,94.99,74007,0.0,0.0,0.0,0.0,0.0
9/4/2023,95.15,96.03,94.4,96.0,206370,0.0,0.0,0.0,0.0,0.0
9/5/2023,96.0,96.01,95.02,95.3,485360,0.0,0.0,0.0,0.0,0.0
9/6/2023,95.69,95.69,95.0,95.19,67221,0.0,0.0,0.0,0.0,0.0
9/7/2023,95.02,95.3,94.7,94.75,85963,0.0,0.0,0.0,0.0,0.0
9/8/2023,95.25,95.25,94.1,94.73,115231,0.0,0.0,0.0,0.0,0.0
9/11/2023,94.97,95.5,93.0,94.51,769241,0.0,0.0,0.0,0.0,0.0
9/12/2023,95.15,95.15,94.25,94.47,368767,0.0,0.0,0.0,0.0,0.0
9/13/2023,94.25,94.28,94.0,94.04,67580,0.0,0.0,0.0,0.0,0.0
9/14/2023,94.99,94.99,93.8,93.92,94780,0.0,0.0,0.0,0.0,0.0
9/15/2023,94.25,94.89,91.81,92.22,1874930,0.0,0.0,0.0,0.0,0.0
9/18/2023,92.39,92.7,92.35,92.49,160802,0.0,0.0,0.0,0.0,0.0
9/19/2023,92.0,92.6,90.8,91.89,648119,0.0,0.0,0.0,0.0,0.0
9/20/2023,92.0,92.04,90.85,90.97,478148,0.0,0.0,0.0,0.0,0.0
9/21/2023,91.0,92.82,90.45,92.07,616395,0.0,0.0,0.0,0.0,0.0
9/22/2023,92.2,93.0,91.75,92.84,407623,0.0,0.0,0.0,0.0,0.0
9/25/2023,92.95,93.0,92.07,92.35,215958,0.0,0.0,0.0,0.0,0.0
9/26/2023,92.3,92.75,92.0,92.14,390086,0.0,0.0,0.0,0.0,0.0
9/27/2023,92.08,94.0,92.0,93.28,433998,0.0,0.0,0.0,0.0,0.0
9/28/2023,93.49,93.49,92.55,92.84,167316,0.0,0.0,0.0,0.0,0.0
10/2/2023,92.99,93.5,92.0,92.54,840346,0.0,0.0,0.0,0.0,0.0
10/3/2023,92.97,92.99,92.3,92.48,582701,0.0,0.0,0.0,0.0,0.0
10/4/2023,92.98,93.18,92.51,92.77,584293,0.0,0.0,0.0,0.0,0.0
10/5/2023,93.22,94.0,92.69,93.76,587366,0.0,0.0,0.0,0.0,0.0
10/6/2023,93.8,94.25,93.1,93.92,269334,0.0,0.0,0.0,0.0,0.0
10/9/2023,94.0,96.53,93.2,96.38,648962,0.0,0.0,0.0,0.0,0.0
10/10/2023,96.01,98.5,96.0,98.02,742707,0.0,0.0,0.0,0.0,0.0
10/11/2023,98.0,100.5,98.0,100.13,1356403,0.0,0.0,0.0,0.0,0.0
10/12/2023,100.0,103.47,100.0,102.92,2101321,0.0,0.0,0.0,0.0,0.0
10/13/2023,102.5,103.0,101.45,102.68,1085609,0.0,0.0,0.0,0.0,0.0
10/16/2023,103.25,103.48,101.75,102.09,250939,0.0,0.0,0.0,0.0,0.0
10/17/2023,101.75,102.0,101.25,101.78,314718,0.0,0.0,0.0,0.0,0.0
10/18/2023,101.5,102.03,101.4,101.97,133780,0.0,0.0,0.0,0.0,0.0
10/19/2023,101.99,102.1,101.38,102.01,220120,0.0,0.0,0.0,0.0,0.0
10/20/2023,101.98,104.9,101.8,104.44,1705183,0.0,0.0,0.0,0.0,0.0
10/23/2023,103.5,107.65,103.5,106.94,2428982,0.0,0.0,0.0,0.0,0.0
10/24/2023,106.4,107.0,104.5,105.96,517756,0.0,0.0,0.0,0.0,0.0
10/25/2023,105.06,106.95,102.01,102.41,1664284,0.0,0.0,0.0,0.0,0.0
10/26/2023,102.4,102.5,101.2,101.42,404980,0.0,0.0,0.0,0.0,0.0
10/27/2023,101.45,101.5,100.7,100.95,421285,0.0,0.0,0.0,0.0,0.0
10/30/2023,101.0,102.6,101.0,102.52,258814,0.0,0.0,0.0,0.0,0.0
10/31/2023,102.01,103.98,102.0,103.37,536234,0.0,0.0,0.0,0.0,0.0
11/1/2023,103.49,104.01,102.61,102.98,408883,0.0,0.0,0.0,0.0,0.0
11/2/2023,103.01,104.66,103.0,104.35,725751,0.0,0.0,0.0,0.0,0.0
11/3/2023,102.45,102.45,100.86,101.46,409646,0.0,0.0,0.0,0.0,0.0
11/6/2023,101.88,102.14,101.52,102.02,236650,0.0,0.0,0.0,0.0,0.0
